所属省,所属市,所属区(县),营业场所,地址,开办业务,邮政编码
广东省,江门市,台山市,中国邮政集团有限公司广东省台山市水步邮政支局,台山市水步镇台鹤南路高岭区20号1卡,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,529262
广东省,江门市,新会区,中国邮政集团有限公司江门市三江邮政支局,广东省江门市新会区三江镇银湖路,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,529142
广东省,江门市,新会区,中国邮政集团有限公司江门市睦洲邮政支局,广东省江门市新会区睦洲镇新兴街,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,529143
广东省,江门市,新会区,中国邮政集团有限公司江门市大鳌邮政支局,广东省江门市新会区大鳌镇圩镇光华路3号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,529144
广东省,江门市,新会区,中国邮政集团有限公司江门市古井邮政支局,广东省江门市新会区古井镇人民街7号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,529145
广东省,江门市,新会区,中国邮政集团有限公司江门市沙堆邮政支局,广东省江门市新会区沙堆镇新东区32号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,529147
广东省,江门市,新会区,中国邮政集团有限公司江门市崖门邮政支局,广东省江门市新会区崖门镇中心路4号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,529152
广东省,江门市,新会区,中国邮政集团有限公司江门市双水邮政支局,广东省江门市新会区双水镇小冈墟镇中心路16-2号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,529153
广东省,江门市,新会区,中国邮政集团有限公司江门市罗坑邮政支局,广东省江门市新会区罗坑镇迎宾东路11号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,529157
广东省,江门市,新会区,中国邮政集团有限公司江门市司前邮政支局,广东省江门市新会区司前镇前进中路,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,529159
广东省,江门市,新会区,中国邮政集团有限公司江门市大泽邮政支局,广东省江门市新会区大泽镇河滨路6号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,529162
广东省,阳江市,阳春市,中国邮政集团有限公司广东省阳春市分公司河朗支局,广东阳春市河朗镇邮政路,信件、印刷品、包裹、邮政汇兑、报刊订阅,529613
广东省,广州市,从化区,广州市从化区河西邮政支局,从化市街口街建设路2号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510900
广东省,广州市,从化区,广州市从化区河东邮政支局,从化区江埔街河东南路5-7号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510925
广东省,广州市,增城区,广州市增城区荔城邮政支局,荔城中山路59号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,511300
广东省,广州市,增城区,广州市增城区东湖邮政支局,增城区增江街东桥东路27号,信件、印刷品、包裹、邮政汇兑、报刊订阅,511316
广东省,广州市,增城区,广州市增城区荔乡路邮政支局,增城市荔城街道荔乡路26号之一,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,511318
广东省,广州市,增城区,广州市增城区菜园中邮政支局,荔城街菜园中路57,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,511320
广东省,广州市,增城区,广州市增城区江龙邮政支局,增城区石滩镇沙庄街江龙大道南39一41号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,511328
广东省,广州市,增城区,广州市全邮邮政所,增城市石滩镇基岗村基新三路25号,信件、印刷品、包裹、邮政汇兑,511330
广东省,广州市,增城区,广州市增城区沙埔邮政支局,广州市增城市新塘镇沙埔大道33号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,511338
广东省,广州市,增城区,广州市增城区大敦邮政支局,城市新塘镇久裕村久裕大道久裕商贸城B7,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,511340
广东省,广州市,增城区,广州市腊布邮政所,广东增城市小楼镇腊布村惠福路16号,信件、印刷品、包裹、邮政汇兑,511396
广东省,广州市,增城区,广州市御景路邮政所,增城区荔城街御景路首层143号,信件、印刷品、包裹、邮政汇兑、报刊订阅,511300
广东省,广州市,增城区,广州市增城区沙村邮政支局,增城市新塘镇广深大道西639号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,511341
广东省,广州市,增城区,广州市增城区新康邮政支局,广州市增城区新塘镇新塘大道西560号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,511344
广东省,广州市,增城区,广州市增城区新荷邮政支局,广州市增城区新塘镇新何村岗吓社长坑西厂房,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,511340
广东省,广州市,增城区,广州市凌华邮政所,广东广州增城永宁碧桂园凤凰城凤妍苑广场大街193,信件、印刷品、包裹、邮政汇兑,511348
广东省,广州市,增城区,广州市创意园邮政所,增城区增江街沿江东三路15号影视综合楼一楼游客中心,信件、印刷品、包裹、邮政汇兑,511316
广东省,广州市,增城区,广州市增城区仙村邮政支局,增城市仙村镇一马路178、180号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,511335
广东省,广州市,增城区,广州市增城区永和邮政支局,广州市增城区永宁街永顺路20号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,511356
广东省,广州市,番禺区,广州市华工邮政所,广州市番禺区外环东路382号（生活区）小型公建工程2房屋一楼西面（自编1号）,信件、印刷品、包裹、邮政汇兑,510006
广东省,广州市,番禺区,广州市番禺区大学城邮政支局,广州市番禺区小谷围街风茂街9号1、2栋107,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510006
广东省,广州市,越秀区,广州市越秀区流花邮政支局,越秀区流花街道环市西路155号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510010
广东省,广州市,荔湾区,广州市荔湾区西华路邮政支局,荔湾区金花街道西华路司马街5号,信件、印刷品、包裹、邮政汇兑、报刊订阅,510170
广东省,广州市,越秀区,广州市越秀区站南路邮政支局,越秀区流花街道站南路4号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510018
广东省,广州市,越秀区,广州市越秀区广大路邮政支局,越秀区广卫街道广州市广大路37号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510030
广东省,广州市,越秀区,广州市越秀区解放北路邮政支局,广州市越秀区六榕街道解放北路机巷25号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510030
广东省,广州市,越秀区,广州市越秀区嘉业大厦邮政支局,广卫街道广州市东风中路318号101房,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510030
广东省,广州市,越秀区,广州市越秀区越秀北路邮政支局,越秀北路13号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510055
广东省,广州市,越秀区,广州市越秀区水荫路邮政支局,广东省广州市越秀区水荫路25号自编号7-8号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510075
广东省,广州市,越秀区,广州市越秀区荣华南邮政支局,东华西路荣华南1、3号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510055
广东省,广州市,越秀区,广州市越秀区盈泽苑邮政支局,较场东路73号盈泽苑B幢首层,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510055
广东省,广州市,越秀区,广州市越秀区宜安广场邮政支局,秀区华乐街道建设六马路33号宜安广场2,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510060
广东省,广州市,越秀区,广州市越秀区珠光路邮政支局,珠光路80号越秀尚御大厦首层,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510064
广东省,广州市,越秀区,广州市越秀区永福路邮政支局,广州市永福路6号103-104铺,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510070
广东省,广州市,越秀区,广州市越秀区区庄邮政支局,环市东路429号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510075
广东省,广州市,越秀区,广州市越秀区水荫直街邮政支局,水荫路水荫直街西五巷2号102,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510075
广东省,广州市,越秀区,广州市越秀区署前路邮政支局,署前路29号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510080
广东省,广州市,越秀区,广州市越秀区麓景路邮政支局,麓景路99号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510091
广东省,广州市,越秀区,广州市越秀区淘金北路邮政支局,淘金北路22号之二（自编之10-12）号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510095
广东省,广州市,越秀区,广州市越秀区广东国际大酒店邮政支局,环市东路339号国际大厦首层,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510098
广东省,广州市,越秀区,广州市越秀区东湖西路邮政支局,东湖西路19号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510100
广东省,广州市,白云区,广州市白云区金沙洲邮政支局,金沙洲春和一巷19号101、102房,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510168
广东省,广州市,越秀区,广州市越秀区南关邮政支局,广州市越秀区北京路7号首层,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510115
广东省,广州市,越秀区,广州市越秀区长堤邮政支局,越秀区人民街道长堤大马路272号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510120
广东省,广州市,荔湾区,广州市荔湾区西堤邮政支局,荔湾区岭南街道沿江西路43号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510130
广东省,广州市,荔湾区,广州市荔湾区富力广场邮政支局,广州市龙津西恩洲大巷179号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510150
广东省,广州市,荔湾区,广州市荔湾区荔枝湾邮政支局,广州市荔湾区华林街道第十甫路76号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510140
广东省,广州市,荔湾区,广州市荔湾区逸翠湾邮政支局,广州市荔湾区多宝街道黄沙大道8号97号房,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510140
广东省,广州市,荔湾区,广州市荔湾区西湾路邮政支局,广州市荔湾区西湾路151号之一越秀财富影视楼101房,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510160
广东省,广州市,荔湾区,广州市荔湾区南岸路邮政支局,荔湾区南岸路44号自编综合楼（自编106,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510160
广东省,广州市,白云区,广州市白云区金域蓝湾邮政支局,广州市白云区金沙街道金沙洲悦水三巷69号金域蓝湾A8-A9,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510168
广东省,广州市,荔湾区,广州市荔港南湾邮政所,荔湾区南源街道荟文四街10号二楼,信件、印刷品、包裹、邮政汇兑,510160
广东省,广州市,白云区,广州市白云区富力半岛邮政支局,白云区松洲街道增槎路21号河畔街46号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510165
广东省,广州市,白云区,广州市白云区富力桃园邮政支局,松洲街道罗冲围富力桃园B6栋首层,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510165
广东省,广州市,荔湾区,广州市荔湾区彩虹邮政支局,荔湾区彩虹街道西华路139号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510170
广东省,广州市,白云区,广州市白云区松南路邮政支局,广州市白云区松南路1号A栋A104单元,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510165
广东省,广州市,越秀区,三元里邮政支局,越秀区矿泉街三元里大道57号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510400
广东省,广州市,白云区,桂花路邮政支局,广州市白云区桂花路2号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510400
广东省,广州市,白云区,广州市金桂园邮政所,解放北路金桂街56号102房,信件、印刷品、包裹、邮政汇兑,510400
广东省,广州市,白云区,机场路邮政支局,广州市白云区机场路乐嘉路96号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510403
广东省,广州市,白云区,广园中路邮政支局,广州市白云区广园中路227号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510405
广东省,广州市,白云区,白云机场二号航站区邮政支局,广州市白云国际机场二号航站区候机楼主楼三楼出发厅西侧,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510406
广东省,广州市,白云区,金德苑邮政支局,广州市白云区同德围金德苑明德一街59号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510407
广东省,广州市,白云区,新市邮政支局,广州市白云区新市新街18号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510410
广东省,广州市,白云区,黄石东邮政支局,广州市白云区黄石东路1180号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510420
广东省,广州市,白云区,联和邮政支局,广州黄石花园黄园路10号101、104房,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510425
广东省,广州市,白云区,广州市鹤龙邮政所,广州市白云区鹤龙二横路3号自编E栋108-110铺,信件、印刷品、包裹、邮政汇兑,510445
广东省,广州市,白云区,石井邮政支局,广州市白云区石沙路10号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510430
广东省,广州市,白云区,广州市望岗邮政所,广州市望岗大道扬村园工业区1002铺,信件、印刷品、包裹、邮政汇兑,510440
广东省,广州市,白云区,沙太路邮政所,广州市白云区沙太路华苑街2号大院自编12号首层,信件、印刷品、包裹、邮政汇兑、报刊订阅,510510
广东省,广州市,白云区,阳光美居邮政支局,黄石黄石西路阳光美居一街73-75首层,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510430
广东省,广州市,白云区,广州市平湖邮政所,广州市白云区夏花二路36号,信件、印刷品、包裹、邮政汇兑,510440
广东省,广州市,白云区,嘉禾邮政支局,白云区嘉禾街道联边村联兴广场首层,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510440
广东省,广州市,白云区,广州市同太邮政所,广东省广州市白云区上南路18-1号,信件、印刷品、包裹、邮政汇兑、报刊订阅,510440
广东省,广州市,白云区,黄石西路邮政支局,广州市白云区黄石西路456号103、04房,信件、印刷品、包裹、邮政汇兑、国际业务、报刊订阅,510425
广东省,广州市,白云区,广州市白云区敏锐邮政代办所,广州市白云区江高镇江城路7号首层,信件、印刷品、包裹、邮政汇兑、报刊订阅,510440
广东省,广州市,白云区,齐富路邮政支局,白云区齐富路1-10号首层,信件、印刷品、包裹、邮政汇兑、报刊订阅,510410
广东省,广州市,白云区,广州市龙归邮政支局,广州市白云区龙归街道鹤龙四路4号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510445
广东省,广州市,白云区,江高邮政支局,广州市白云区江同路116号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510450
广东省,广州市,白云区,广州市广东技术师范学院邮政所,广州市白云区江高镇环镇西路155号,信件、印刷品、包裹、邮政汇兑,510450
广东省,广州市,白云区,神山邮政支局,白云区神山镇神山大道西65号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510460
广东省,广州市,花都区,广州市花都雅瑶邮政局,广花6路11号(F37-F44栋)109,信件、印刷品、包裹、邮政汇兑、报刊订阅,510806
广东省,广州市,白云区,人和邮政支局,鹤龙六路187号自编一号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510470
广东省,广州市,白云区,广州市华茜邮政所,白云区人和镇上华北七巷二号,信件、印刷品、包裹、邮政汇兑、报刊订阅,510470
广东省,广州市,白云区,梅花园邮政支局,白云区京溪街广州大道北1299号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510510
广东省,广州市,白云区,同和邮政支局,白云区同和街广州大道北2095号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510515
广东省,广州市,白云区,广州市太和邮政所,太和镇谢家庄永和大道自建楼首层,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510540
广东省,广州市,白云区,广州市竹料邮政所,广州市白云区竹料大道西86号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510545
广东省,广州市,白云区,广州市钟落潭邮政支局,钟落潭镇维新街22号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510550
广东省,广州市,越秀区,广州市越秀区五羊邮政支局,寺右北一街三巷2号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510600
广东省,广州市,越秀区,广州市越秀区中山一路邮政支局,中山一路53号之七,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510600
广东省,广州市,越秀区,广州市越秀区明月邮政支局,明月二路24号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510600
广东省,广州市,花都区,广州市金华路邮政所,广州市花都区金华路10号J座108号,信件、印刷品、包裹、邮政汇兑、报刊订阅,510811
广东省,广州市,花都区,广州市花都区商业大道东邮政支局,广州市花都区新华天贵路54号首层商铺,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510802
广东省,广州市,花都区,广州市花都区公园前邮政支局,广州市花都区新华街公园前路14号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510899
广东省,广州市,花都区,广州市花都区紫薇路邮政支局,广州市花都区新华街道紫薇路31号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510801
广东省,广州市,花都区,广州市坤忠邮政所,广州市花都区狮岭镇振兴村自编义坑新村十巷4号铺4-6,信件、印刷品、包裹、邮政汇兑,510850
广东省,广州市,花都区,广州市雅兴邮政所,广州市花都区雅瑶镇雅源中路20号首层之一,信件、印刷品、包裹、邮政汇兑,510806
广东省,广州市,花都区,广州市花都区新华路邮政支局,广州市花都区新华街新华路11号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510810
广东省,广州市,花都区,广州市炭步邮政支局,广州市花都区炭步镇宝珠路39号,信件、印刷品、包裹、邮政汇兑,510820
广东省,广州市,花都区,广州市花都区松园邮政支局,广州市花都区新华街道建设北路109号首层15至17号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510813
广东省,广州市,花都区,广州市花都区赤坭邮政支局,广州市花都区赤坭镇华贵路34号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510830
广东省,广州市,花都区,广州市花都区狮岭邮政支局,广州市花都区狮岭镇东升中路47号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510850
广东省,广州市,花都区,广州市花城邮政所,广州市花都区建设北路215号俊怡御景花园75号,信件、印刷品、包裹、邮政汇兑,510813
广东省,广州市,花都区,广州市花都区益群邮政支局,广州市花都区狮岭镇益群村南航大道北32号13-15号商铺,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510858
广东省,广州市,花都区,广州市西群邮政所,广州市花都区狮岭镇联合村西群经济社小区一街,信件、印刷品、包裹、邮政汇兑,510858
广东省,广州市,花都区,广州市花都区旗岭邮政支局,广州市花都区狮岭镇金狮大道东430之26,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510860
广东省,广州市,花都区,广州市通安邮政所,广州市花都区梯面镇铺岭村绿河路新市场东侧梯面电信楼首层6-7,信件、印刷品、包裹、邮政汇兑,510870
广东省,广州市,花都区,广州市花都区两龙邮政支局,广州市花都区花山镇两龙南街11号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510880
广东省,广州市,花都区,广州市花都区推广邮政支局,广州市花都区花东镇象山村十七队新庄自编90号首层,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,510890
广东省,广州市,花都区,广州市旗岭大街邮政所,广州市花都区狮岭镇旗岭大街53号,信件、印刷品、包裹、邮政汇兑,510860
广东省,广州市,番禺区,广州市番禺区市桥城区邮政支局,广州市番禺区市桥街道大南路71-79号,信件、印刷品、包裹、邮政汇兑、港澳台业务、报刊订阅,511408
广东省,广州市,番禺区,广州市番禺区繁华路邮政支局,广州市市桥街道市桥繁华路36号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,511406
广东省,广州市,番禺区,广州市番禺区东城邮政支局,市桥清河东路198号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,511400
广东省,广州市,番禺区,广州市番禺区桥南邮政支局,番禺区桥南路215-217号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,511488
广东省,广州市,番禺区,广州市番禺区西丽邮政支局,广州市番禺区市桥街西丽南路130号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,511400
广东省,广州市,番禺区,广州市番禺区大石邮政支局,大石镇朝阳西路112号,信件、印刷品、包裹、邮政汇兑、报刊订阅,511430
广东省,广州市,番禺区,广州市林茵邮政所,大石镇丽江花园新潮街10号,信件、印刷品、包裹、邮政汇兑,511430
广东省,广州市,番禺区,广州市番禺区兴业大道邮政支局,广州市番禺区南村镇兴业大道858号商铺,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,511431
广东省,广州市,番禺区,广州市番禺区洛溪邮政支局,洛浦街东乡村南桂路3号首层A铺1-3号,信件、印刷品、包裹、邮政汇兑、报刊订阅,511431
广东省,广州市,番禺区,广州市番禺区化龙邮政支局,化龙镇石化公路草堂路段25号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,511434
广东省,广州市,番禺区,广州市番禺区新造邮政支局,番禺区新造镇南裕大街1号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,511436
广东省,广州市,番禺区,广州市番禺区莲花山邮政支局,莲花山西门中路7号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,511440
广东省,广州市,番禺区,广州市番禺区南村邮政支局,南村镇南山大道四号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,511442
广东省,广州市,番禺区,广州市番禺区华工国际校区邮政所,广州市番禺区南村镇兴业大道东777号华南理工大学国际校区收发室,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,511442
广东省,广州市,番禺区,广州市大平村邮政所,广州市番禺区沙头街大平村前大街37号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,511407
广东省,广州市,番禺区,广州市朝阳邮政支局,大石街朝阳东路295号首层,信件、印刷品、包裹、邮政汇兑、报刊订阅,511442
广东省,广州市,番禺区,广州市番禺区石楼邮政支局,番禺区石楼镇人民路1-3号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,511447
广东省,广州市,番禺区,广州市番禺区石岗邮政支局,广州市番禺区大龙街振兴北路10号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,511452
广东省,广州市,番禺区,广州市番禺石基邮政支局,番禺区石基镇荔新大道15号,信件、印刷品、包裹、邮政汇兑、报刊订阅,511450
广东省,广州市,南沙区,广州市番禺区东涌邮政支局,东涌镇吉祥东路1号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,511453
广东省,广州市,南沙区,广州市南沙区黄阁邮政支局,黄阁镇黄梅路32号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,511455
广东省,广州市,南沙区,广州市多福邮政所,南沙区岭南路24号,信件、印刷品、包裹、邮政汇兑,511458
广东省,广州市,南沙区,广州市南沙区金洲邮政支局,南沙区进港大道60号首层4号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,511457
广东省,广州市,南沙区,广州市番禺区万顷沙邮政支局,南沙区万顷沙镇英贤路10号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,511462
广东省,广州市,南沙区,广州市和记邮政所,广州市南沙区龙穴街穴路36号之一,信件、印刷品、包裹、邮政汇兑,511464
广东省,广州市,南沙区,广州市番禺新垦邮政支局,南沙区万顷沙新垦大道94号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,511464
广东省,广州市,南沙区,广州市南沙区横沥邮政支局,广州市南沙区横沥镇兆丰路17号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务,511466
广东省,广州市,南沙区,广州市番禺区潭洲邮政支局,广州市南沙区大岗镇潭州潭大公路7号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,511468
广东省,广州市,南沙区,广州市番禺区大岗邮政支局,大岗镇环镇西路28号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,511470
广东省,广州市,南沙区,广州市番禺区灵山邮政支局,灵山镇金灵南路2号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,511473
广东省,广州市,南沙区,广州市番禺区鱼窝头邮政支局,南沙区东涌镇鱼窝头同康路30号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,511475
广东省,广州市,南沙区,广州市南沙区榄核邮政支局,榄核镇镇南路5号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,511480
广东省,广州市,番禺区,广州市沙湾邮政支局,广东省广州市番禺区沙湾镇中华大道351号、353号、355号、357号、359号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,511483
广东省,广州市,番禺区,广州市番禺区新桥邮政支局,番禺区石基镇市莲路新桥村段63号102,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,511483
广东省,广州市,番禺区,广州市番禺区沙头邮政支局,市桥街桥兴大道228号101房,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,511405
广东省,广州市,番禺区,广州市番禺区钟村邮政支局,钟村镇毓秀东路10号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,511495
广东省,广州市,番禺区,广州市祈福新村邮政支局,番禺区钟村街学院路12号101房,信件、印刷品、包裹、邮政汇兑、报刊订阅,511495
广东省,广州市,番禺区,广州市番禺区锦绣邮政支局,广州市番禺区钟村街骏新路233、255号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,511495
广东省,深圳市,罗湖区,中国邮政集团有限公司深圳市泽涛邮政所,金稻田路吓屋村126号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,518000
广东省,深圳市,罗湖区,中国邮政集团有限公司深圳市梁辰邮政所,乐园路68号湖贝新村1栋102,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务,518001
广东省,深圳市,罗湖区,中国邮政集团有限公司深圳市湖贝新村邮政所,湖贝新村34栋103,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务,518001
广东省,深圳市,罗湖区,中国邮政集团有限公司深圳市齐福源邮政所,绿景社区翠山路1号颖隆大厦102,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务,518019
