citycode,city,countrycode,country,towncode,town,villagecode,villagetypecode,PAC,village
440400000000,珠海市,440402000000,香洲区,440402005000,拱北街道,440402005003,111,440402005003111,昌盛社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402005000,拱北街道,440402005004,111,440402005004111,侨光社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402005000,拱北街道,440402005005,111,440402005005111,迎宾社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402005000,拱北街道,440402005006,111,440402005006111,联安社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402005000,拱北街道,440402005007,111,440402005007111,北岭社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402005000,拱北街道,440402005008,111,440402005008111,岭南社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402005000,拱北街道,440402005010,111,440402005010111,婆石社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402005000,拱北街道,440402005011,111,440402005011111,华平社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402005000,拱北街道,440402005012,111,440402005012111,茂盛社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402005000,拱北街道,440402005016,111,440402005016111,夏湾社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402005000,拱北街道,440402005017,111,440402005017111,港昌社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402005000,拱北街道,440402005018,111,440402005018111,粤华社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402005000,拱北街道,440402005019,111,440402005019111,春泽社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402005000,拱北街道,440402005020,111,440402005020111,桂花社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402005000,拱北街道,440402005021,111,440402005021111,昌平社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402005000,拱北街道,440402005022,111,440402005022111,前河社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402006000,香湾街道,440402006001,111,440402006001111,朝阳社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402006000,香湾街道,440402006002,111,440402006002111,海虹社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402006000,香湾街道,440402006004,111,440402006004111,北堤社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402006000,香湾街道,440402006005,111,440402006005111,碧涛社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402006000,香湾街道,440402006006,111,440402006006111,香凤社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402006000,香湾街道,440402006008,111,440402006008111,海霞社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402006000,香湾街道,440402006014,111,440402006014111,神前社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402006000,香湾街道,440402006015,111,440402006015111,水拥社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402007000,狮山街道,440402007001,111,440402007001111,胡湾社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402007000,狮山街道,440402007002,111,440402007002111,红旗社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402007000,狮山街道,440402007003,111,440402007003111,东风社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402007000,狮山街道,440402007005,111,440402007005111,桃园社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402007000,狮山街道,440402007006,111,440402007006111,教育社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402007000,狮山街道,440402007007,111,440402007007111,青春社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402007000,狮山街道,440402007008,111,440402007008111,幸福社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402007000,狮山街道,440402007013,111,440402007013111,南香社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402007000,狮山街道,440402007015,111,440402007015111,南坑社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402007000,狮山街道,440402007016,111,440402007016111,南美社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402008000,湾仔街道,440402008001,111,440402008001111,湾仔社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402008000,湾仔街道,440402008002,112,440402008002112,桂园社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402008000,湾仔街道,440402008003,112,440402008003112,富兴社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402008000,湾仔街道,440402008004,111,440402008004111,连屏社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402008000,湾仔街道,440402008005,111,440402008005111,银坑社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402008000,湾仔街道,440402008008,112,440402008008112,作物社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402009000,凤山街道,440402009001,111,440402009001111,沥溪社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402009000,凤山街道,440402009002,111,440402009002111,福溪社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402009000,凤山街道,440402009003,111,440402009003111,红荔社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402009000,凤山街道,440402009004,111,440402009004111,春晖社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402009000,凤山街道,440402009005,111,440402009005111,长沙社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402009000,凤山街道,440402009006,111,440402009006111,梅溪社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402009000,凤山街道,440402009007,111,440402009007111,东坑社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402009000,凤山街道,440402009008,111,440402009008111,南溪社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402009000,凤山街道,440402009009,111,440402009009111,界涌社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402009000,凤山街道,440402009010,111,440402009010111,新溪社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402100000,唐家湾镇,440402100001,111,440402100001111,下栅社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402100000,唐家湾镇,440402100002,111,440402100002111,金峰社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402100000,唐家湾镇,440402100003,111,440402100003111,官塘社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402100000,唐家湾镇,440402100004,111,440402100004111,东岸社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402100000,唐家湾镇,440402100005,111,440402100005111,北沙社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402100000,唐家湾镇,440402100006,111,440402100006111,永丰社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402100000,唐家湾镇,440402100007,111,440402100007111,那洲社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402100000,唐家湾镇,440402100008,111,440402100008111,会同社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402100000,唐家湾镇,440402100009,111,440402100009111,宁堂社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402100000,唐家湾镇,440402100010,111,440402100010111,上栅社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402100000,唐家湾镇,440402100011,111,440402100011111,唐家社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402100000,唐家湾镇,440402100012,111,440402100012111,银星社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402100000,唐家湾镇,440402100013,111,440402100013111,唐乐社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402100000,唐家湾镇,440402100014,111,440402100014111,鸡山社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402100000,唐家湾镇,440402100015,111,440402100015111,后环社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402100000,唐家湾镇,440402100016,111,440402100016111,淇澳社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402100000,唐家湾镇,440402100018,111,440402100018111,前环社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402100000,唐家湾镇,440402100019,111,440402100019111,星湾社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402102000,南屏镇,440402102001,111,440402102001111,濂泉社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402102000,南屏镇,440402102002,112,440402102002112,南屏社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402102000,南屏镇,440402102003,111,440402102003111,北山社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402102000,南屏镇,440402102004,111,440402102004111,十二村社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402102000,南屏镇,440402102005,111,440402102005111,广生社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402102000,南屏镇,440402102006,112,440402102006112,广昌社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402102000,南屏镇,440402102007,112,440402102007112,洪湾社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402102000,南屏镇,440402102008,112,440402102008112,红东社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402102000,南屏镇,440402102009,111,440402102009111,东桥社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402102000,南屏镇,440402102010,111,440402102010111,华发社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402102000,南屏镇,440402102011,111,440402102011111,茂丰社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402102000,南屏镇,440402102012,111,440402102012111,永济社区居民委员会
440400000000,珠海市,440402000000,香洲区,440402104000,横琴镇,440402104002,121,440402104002121,新家园社区居委会
440400000000,珠海市,440402000000,香洲区,440402104000,横琴镇,440402104003,121,440402104003121,荷塘社区居委会
440400000000,珠海市,440402000000,香洲区,440402104000,横琴镇,440402104004,121,440402104004121,小横琴社区居委会
440400000000,珠海市,440402000000,香洲区,440402104000,横琴镇,440402104005,121,440402104005121,莲花社区居委会
440400000000,珠海市,440402000000,香洲区,440402105000,桂山镇,440402105200,121,440402105200121,桂海村委会
440400000000,珠海市,440402000000,香洲区,440402105000,桂山镇,440402105201,122,440402105201122,桂山村委会
440400000000,珠海市,440402000000,香洲区,440402106000,万山镇,440402106200,121,440402106200121,万山村委会
440400000000,珠海市,440402000000,香洲区,440402106000,万山镇,440402106201,220,440402106201220,东澳村委会
440400000000,珠海市,440402000000,香洲区,440402107000,担杆镇,440402107200,121,440402107200121,伶仃村委会
440400000000,珠海市,440402000000,香洲区,440402107000,担杆镇,440402107201,121,440402107201121,新村村委会
440400000000,珠海市,440402000000,香洲区,440402107000,担杆镇,440402107202,220,440402107202220,担杆村委会
440400000000,珠海市,440402000000,香洲区,440402401000,南屏科技园,440402401498,111,440402401498111,南屏科技园虚拟社区
440400000000,珠海市,440402000000,香洲区,440402402000,保税区,440402402498,123,440402402498123,保税区虚拟社区
440400000000,珠海市,440402000000,香洲区,440402403000,三溪科创小镇发展中心,440402403498,123,440402403498123,三溪科创小镇发展中心虚拟社区
440400000000,珠海市,440402000000,香洲区,440402404000,洪湾商贸物流中心,440402404498,123,440402404498123,洪湾商贸物流中心虚拟社区
440400000000,珠海市,440403000000,斗门区,440403001000,白藤街道,440403001001,111,440403001001111,好景社区居委会
440400000000,珠海市,440403000000,斗门区,440403001000,白藤街道,440403001002,111,440403001002111,群兴社区居委会
440400000000,珠海市,440403000000,斗门区,440403001000,白藤街道,440403001003,111,440403001003111,团结社区居委会
440400000000,珠海市,440403000000,斗门区,440403001000,白藤街道,440403001004,111,440403001004111,新城社区居委会
440400000000,珠海市,440403000000,斗门区,440403001000,白藤街道,440403001005,111,440403001005111,白藤社区居委会
440400000000,珠海市,440403000000,斗门区,440403001000,白藤街道,440403001006,111,440403001006111,鹤洲社区居委会
440400000000,珠海市,440403000000,斗门区,440403001000,白藤街道,440403001007,111,440403001007111,湖滨社区居委会
440400000000,珠海市,440403000000,斗门区,440403001000,白藤街道,440403001008,111,440403001008111,家和社区居委会
440400000000,珠海市,440403000000,斗门区,440403100000,莲洲镇,440403100001,121,440403100001121,横山社区居委会
440400000000,珠海市,440403000000,斗门区,440403100000,莲洲镇,440403100002,122,440403100002122,莲溪社区居委会
440400000000,珠海市,440403000000,斗门区,440403100000,莲洲镇,440403100003,122,440403100003122,大沙社区居委会
440400000000,珠海市,440403000000,斗门区,440403100000,莲洲镇,440403100200,220,440403100200220,耕管村委会
440400000000,珠海市,440403000000,斗门区,440403100000,莲洲镇,440403100201,220,440403100201220,广丰村委会
440400000000,珠海市,440403000000,斗门区,440403100000,莲洲镇,440403100202,220,440403100202220,福安村委会
440400000000,珠海市,440403000000,斗门区,440403100000,莲洲镇,440403100204,220,440403100204220,三角村委会
440400000000,珠海市,440403000000,斗门区,440403100000,莲洲镇,440403100205,220,440403100205220,三龙村委会
440400000000,珠海市,440403000000,斗门区,440403100000,莲洲镇,440403100206,220,440403100206220,二龙村委会
440400000000,珠海市,440403000000,斗门区,440403100000,莲洲镇,440403100207,220,440403100207220,獭山村委会
440400000000,珠海市,440403000000,斗门区,440403100000,莲洲镇,440403100208,220,440403100208220,三冲村委会
440400000000,珠海市,440403000000,斗门区,440403100000,莲洲镇,440403100209,220,440403100209220,大胜村委会
440400000000,珠海市,440403000000,斗门区,440403100000,莲洲镇,440403100210,220,440403100210220,三家村委会
440400000000,珠海市,440403000000,斗门区,440403100000,莲洲镇,440403100211,122,440403100211122,横山村委会
440400000000,珠海市,440403000000,斗门区,440403100000,莲洲镇,440403100213,220,440403100213220,新益村委会
440400000000,珠海市,440403000000,斗门区,440403100000,莲洲镇,440403100214,220,440403100214220,粉洲村委会
440400000000,珠海市,440403000000,斗门区,440403100000,莲洲镇,440403100215,122,440403100215122,南青村委会
440400000000,珠海市,440403000000,斗门区,440403100000,莲洲镇,440403100216,220,440403100216220,新洲村委会
440400000000,珠海市,440403000000,斗门区,440403100000,莲洲镇,440403100217,220,440403100217220,西滘村委会
440400000000,珠海市,440403000000,斗门区,440403100000,莲洲镇,440403100218,220,440403100218220,东滘村委会
440400000000,珠海市,440403000000,斗门区,440403100000,莲洲镇,440403100219,220,440403100219220,红星村委会
440400000000,珠海市,440403000000,斗门区,440403100000,莲洲镇,440403100220,220,440403100220220,文锋村委会
440400000000,珠海市,440403000000,斗门区,440403100000,莲洲镇,440403100221,220,440403100221220,新丰村委会
440400000000,珠海市,440403000000,斗门区,440403100000,莲洲镇,440403100224,220,440403100224220,东安村委会
440400000000,珠海市,440403000000,斗门区,440403100000,莲洲镇,440403100225,220,440403100225220,上栏村委会
440400000000,珠海市,440403000000,斗门区,440403100000,莲洲镇,440403100226,220,440403100226220,下栏村委会
440400000000,珠海市,440403000000,斗门区,440403100000,莲洲镇,440403100227,220,440403100227220,石龙村委会
440400000000,珠海市,440403000000,斗门区,440403100000,莲洲镇,440403100229,220,440403100229220,莲江村委会
440400000000,珠海市,440403000000,斗门区,440403100000,莲洲镇,440403100230,220,440403100230220,光明村委会
440400000000,珠海市,440403000000,斗门区,440403100000,莲洲镇,440403100232,220,440403100232220,东湾村委会
440400000000,珠海市,440403000000,斗门区,440403103000,斗门镇,440403103001,121,440403103001121,斗门社区居委会
440400000000,珠海市,440403000000,斗门区,440403103000,斗门镇,440403103200,220,440403103200220,大赤坎村委会
440400000000,珠海市,440403000000,斗门区,440403103000,斗门镇,440403103203,220,440403103203220,小赤坎村委会
440400000000,珠海市,440403000000,斗门区,440403103000,斗门镇,440403103205,220,440403103205220,上洲村委会
440400000000,珠海市,440403000000,斗门区,440403103000,斗门镇,440403103206,220,440403103206220,下洲村委会
440400000000,珠海市,440403000000,斗门区,440403103000,斗门镇,440403103207,220,440403103207220,新乡村委会
440400000000,珠海市,440403000000,斗门区,440403103000,斗门镇,440403103208,220,440403103208220,斗门村委会
440400000000,珠海市,440403000000,斗门区,440403103000,斗门镇,440403103209,122,440403103209122,南门村委会
440400000000,珠海市,440403000000,斗门区,440403103000,斗门镇,440403103210,122,440403103210122,八甲村委会
440400000000,珠海市,440403000000,斗门区,440403103000,斗门镇,440403103211,220,440403103211220,小濠冲村委会
440400000000,珠海市,440403000000,斗门区,440403103000,斗门镇,440403103212,220,440403103212220,大濠冲村委会
440400000000,珠海市,440403000000,斗门区,440403103000,斗门镇,440403103400,121,440403103400121,龙山工业管理区
440400000000,珠海市,440403000000,斗门区,440403105000,乾务镇,440403105001,121,440403105001121,乾南社区居委会
440400000000,珠海市,440403000000,斗门区,440403105000,乾务镇,440403105002,122,440403105002122,沙龙社区居委会
440400000000,珠海市,440403000000,斗门区,440403105000,乾务镇,440403105200,122,440403105200122,乾东村委会
440400000000,珠海市,440403000000,斗门区,440403105000,乾务镇,440403105201,122,440403105201122,乾西村委会
440400000000,珠海市,440403000000,斗门区,440403105000,乾务镇,440403105202,122,440403105202122,乾北村委会
440400000000,珠海市,440403000000,斗门区,440403105000,乾务镇,440403105203,220,440403105203220,东澳村委会
440400000000,珠海市,440403000000,斗门区,440403105000,乾务镇,440403105204,220,440403105204220,狮群村委会
440400000000,珠海市,440403000000,斗门区,440403105000,乾务镇,440403105205,220,440403105205220,湾口村委会
440400000000,珠海市,440403000000,斗门区,440403105000,乾务镇,440403105206,220,440403105206220,石狗村委会
440400000000,珠海市,440403000000,斗门区,440403105000,乾务镇,440403105207,220,440403105207220,大海环村委会
440400000000,珠海市,440403000000,斗门区,440403105000,乾务镇,440403105208,220,440403105208220,虎山村委会
440400000000,珠海市,440403000000,斗门区,440403105000,乾务镇,440403105209,220,440403105209220,荔山村委会
440400000000,珠海市,440403000000,斗门区,440403105000,乾务镇,440403105210,220,440403105210220,马山村委会
440400000000,珠海市,440403000000,斗门区,440403105000,乾务镇,440403105211,220,440403105211220,网山村委会
440400000000,珠海市,440403000000,斗门区,440403105000,乾务镇,440403105212,220,440403105212220,夏村村委会
440400000000,珠海市,440403000000,斗门区,440403105000,乾务镇,440403105213,220,440403105213220,南山村委会
440400000000,珠海市,440403000000,斗门区,440403105000,乾务镇,440403105214,220,440403105214220,新村村委会
440400000000,珠海市,440403000000,斗门区,440403105000,乾务镇,440403105215,220,440403105215220,三里村委会
440400000000,珠海市,440403000000,斗门区,440403105000,乾务镇,440403105400,121,440403105400121,富山工业园管理区
440400000000,珠海市,440403000000,斗门区,440403106000,白蕉镇,440403106001,122,440403106001122,白蕉社区居委会
440400000000,珠海市,440403000000,斗门区,440403106000,白蕉镇,440403106002,122,440403106002122,六乡社区居委会
440400000000,珠海市,440403000000,斗门区,440403106000,白蕉镇,440403106003,122,440403106003122,城东社区居委会
440400000000,珠海市,440403000000,斗门区,440403106000,白蕉镇,440403106004,121,440403106004121,虹桥社区居委会
440400000000,珠海市,440403000000,斗门区,440403106000,白蕉镇,440403106200,122,440403106200122,榕益村委会
440400000000,珠海市,440403000000,斗门区,440403106000,白蕉镇,440403106201,220,440403106201220,黄家村委会
440400000000,珠海市,440403000000,斗门区,440403106000,白蕉镇,440403106202,122,440403106202122,新沙村委会
440400000000,珠海市,440403000000,斗门区,440403106000,白蕉镇,440403106203,220,440403106203220,新二村委会
440400000000,珠海市,440403000000,斗门区,440403106000,白蕉镇,440403106204,220,440403106204220,新环村委会
440400000000,珠海市,440403000000,斗门区,440403106000,白蕉镇,440403106205,220,440403106205220,南环村委会
440400000000,珠海市,440403000000,斗门区,440403106000,白蕉镇,440403106206,220,440403106206220,泗喜村委会
440400000000,珠海市,440403000000,斗门区,440403106000,白蕉镇,440403106207,220,440403106207220,东围村委会
440400000000,珠海市,440403000000,斗门区,440403106000,白蕉镇,440403106208,220,440403106208220,白石村委会
440400000000,珠海市,440403000000,斗门区,440403106000,白蕉镇,440403106209,220,440403106209220,大托村委会
440400000000,珠海市,440403000000,斗门区,440403106000,白蕉镇,440403106210,220,440403106210220,灯一村委会
440400000000,珠海市,440403000000,斗门区,440403106000,白蕉镇,440403106211,220,440403106211220,灯笼村委会
440400000000,珠海市,440403000000,斗门区,440403106000,白蕉镇,440403106212,220,440403106212220,灯三村委会
440400000000,珠海市,440403000000,斗门区,440403106000,白蕉镇,440403106214,220,440403106214220,桅夹村委会
440400000000,珠海市,440403000000,斗门区,440403106000,白蕉镇,440403106215,220,440403106215220,昭信村委会
440400000000,珠海市,440403000000,斗门区,440403106000,白蕉镇,440403106216,220,440403106216220,东湖村委会
440400000000,珠海市,440403000000,斗门区,440403106000,白蕉镇,440403106217,122,440403106217122,成裕村委会
440400000000,珠海市,440403000000,斗门区,440403106000,白蕉镇,440403106218,122,440403106218122,赖家村委会
440400000000,珠海市,440403000000,斗门区,440403106000,白蕉镇,440403106219,220,440403106219220,白蕉村委会
440400000000,珠海市,440403000000,斗门区,440403106000,白蕉镇,440403106220,122,440403106220122,东岸村委会
440400000000,珠海市,440403000000,斗门区,440403106000,白蕉镇,440403106221,220,440403106221220,沙石村委会
440400000000,珠海市,440403000000,斗门区,440403106000,白蕉镇,440403106223,220,440403106223220,小托村委会
440400000000,珠海市,440403000000,斗门区,440403106000,白蕉镇,440403106224,220,440403106224220,冲口村委会
440400000000,珠海市,440403000000,斗门区,440403106000,白蕉镇,440403106225,220,440403106225220,八顷村委会
440400000000,珠海市,440403000000,斗门区,440403106000,白蕉镇,440403106227,122,440403106227122,办冲村委会
440400000000,珠海市,440403000000,斗门区,440403106000,白蕉镇,440403106228,122,440403106228122,月坑村委会
440400000000,珠海市,440403000000,斗门区,440403106000,白蕉镇,440403106230,220,440403106230220,盖山村委会
440400000000,珠海市,440403000000,斗门区,440403106000,白蕉镇,440403106231,220,440403106231220,鳘鱼沙村委会
440400000000,珠海市,440403000000,斗门区,440403106000,白蕉镇,440403106232,220,440403106232220,虾山村委会
440400000000,珠海市,440403000000,斗门区,440403106000,白蕉镇,440403106233,220,440403106233220,南澳村委会
440400000000,珠海市,440403000000,斗门区,440403106000,白蕉镇,440403106235,220,440403106235220,孖湾村委会
440400000000,珠海市,440403000000,斗门区,440403106000,白蕉镇,440403106238,220,440403106238220,丰洲村委会
440400000000,珠海市,440403000000,斗门区,440403106000,白蕉镇,440403106239,220,440403106239220,新马墩村委会
440400000000,珠海市,440403000000,斗门区,440403106000,白蕉镇,440403106400,121,440403106400121,白蕉工业开发区居委会
440400000000,珠海市,440403000000,斗门区,440403107000,井岸镇,440403107001,111,440403107001111,红旗社区居委会
440400000000,珠海市,440403000000,斗门区,440403107000,井岸镇,440403107002,111,440403107002111,朝阳社区居委会
440400000000,珠海市,440403000000,斗门区,440403107000,井岸镇,440403107003,111,440403107003111,红卫社区居委会
440400000000,珠海市,440403000000,斗门区,440403107000,井岸镇,440403107005,111,440403107005111,统建社区居委会
440400000000,珠海市,440403000000,斗门区,440403107000,井岸镇,440403107007,111,440403107007111,长亨社区居委会
440400000000,珠海市,440403000000,斗门区,440403107000,井岸镇,440403107008,111,440403107008111,飞龙社区居委会
440400000000,珠海市,440403000000,斗门区,440403107000,井岸镇,440403107009,111,440403107009111,美湾社区居委会
440400000000,珠海市,440403000000,斗门区,440403107000,井岸镇,440403107010,111,440403107010111,南湾社区居委会
440400000000,珠海市,440403000000,斗门区,440403107000,井岸镇,440403107011,111,440403107011111,南峰社区居委会
440400000000,珠海市,440403000000,斗门区,440403107000,井岸镇,440403107017,111,440403107017111,新伟社区居委会
440400000000,珠海市,440403000000,斗门区,440403107000,井岸镇,440403107200,111,440403107200111,南潮村委会
440400000000,珠海市,440403000000,斗门区,440403107000,井岸镇,440403107201,112,440403107201112,坭湾村委会
440400000000,珠海市,440403000000,斗门区,440403107000,井岸镇,440403107202,111,440403107202111,尖峰村委会
440400000000,珠海市,440403000000,斗门区,440403107000,井岸镇,440403107203,220,440403107203220,东风村委会
440400000000,珠海市,440403000000,斗门区,440403107000,井岸镇,440403107204,220,440403107204220,五福村委会
440400000000,珠海市,440403000000,斗门区,440403107000,井岸镇,440403107205,220,440403107205220,新堂村委会
440400000000,珠海市,440403000000,斗门区,440403107000,井岸镇,440403107206,112,440403107206112,新青村委会
440400000000,珠海市,440403000000,斗门区,440403107000,井岸镇,440403107207,112,440403107207112,西埔村委会
440400000000,珠海市,440403000000,斗门区,440403107000,井岸镇,440403107208,220,440403107208220,草朗村委会
440400000000,珠海市,440403000000,斗门区,440403107000,井岸镇,440403107209,220,440403107209220,鸡咀村委会
440400000000,珠海市,440403000000,斗门区,440403107000,井岸镇,440403107211,220,440403107211220,黄金村委会
440400000000,珠海市,440403000000,斗门区,440403107000,井岸镇,440403107213,111,440403107213111,北澳村委会
440400000000,珠海市,440403000000,斗门区,440403107000,井岸镇,440403107214,112,440403107214112,龙西村委会
440400000000,珠海市,440403000000,斗门区,440403107000,井岸镇,440403107215,220,440403107215220,西湾村委会
440400000000,珠海市,440403000000,斗门区,440403107000,井岸镇,440403107216,220,440403107216220,黄杨村委会
440400000000,珠海市,440403000000,斗门区,440403107000,井岸镇,440403107400,111,440403107400111,新青科技工业园管理区
440400000000,珠海市,440404000000,金湾区,440404100000,三灶镇,440404100001,111,440404100001111,三灶社区居民委员会
440400000000,珠海市,440404000000,金湾区,440404100000,三灶镇,440404100002,111,440404100002111,金海岸社区居民委员会
440400000000,珠海市,440404000000,金湾区,440404100000,三灶镇,440404100003,111,440404100003111,草堂湾社区居民委员会
440400000000,珠海市,440404000000,金湾区,440404100000,三灶镇,440404100004,111,440404100004111,西城社区居民委员会
440400000000,珠海市,440404000000,金湾区,440404100000,三灶镇,440404100201,112,440404100201112,鱼月村民委员会
440400000000,珠海市,440404000000,金湾区,440404100000,三灶镇,440404100202,122,440404100202122,鱼林村民委员会
440400000000,珠海市,440404000000,金湾区,440404100000,三灶镇,440404100203,112,440404100203112,中心村民委员会
440400000000,珠海市,440404000000,金湾区,440404100000,三灶镇,440404100204,122,440404100204122,海澄村民委员会
440400000000,珠海市,440404000000,金湾区,440404101000,南水镇,440404101001,121,440404101001121,南水社区居委会
440400000000,珠海市,440404000000,金湾区,440404101000,南水镇,440404101002,122,440404101002122,金洲社区居委会
440400000000,珠海市,440404000000,金湾区,440404101000,南水镇,440404101003,121,440404101003121,金龙社区居委会
440400000000,珠海市,440404000000,金湾区,440404101000,南水镇,440404101202,220,440404101202220,南场村委会
440400000000,珠海市,440404000000,金湾区,440404101000,南水镇,440404101205,220,440404101205220,荷包村委会
440400000000,珠海市,440404000000,金湾区,440404101000,南水镇,440404101207,122,440404101207122,高栏村委会
440400000000,珠海市,440404000000,金湾区,440404101000,南水镇,440404101208,122,440404101208122,沙白石村委会
440400000000,珠海市,440404000000,金湾区,440404101000,南水镇,440404101209,220,440404101209220,飞沙村委会
440400000000,珠海市,440404000000,金湾区,440404103000,红旗镇,440404103001,111,440404103001111,藤山社区居民委员会
440400000000,珠海市,440404000000,金湾区,440404103000,红旗镇,440404103002,111,440404103002111,广安社区居民委员会
440400000000,珠海市,440404000000,金湾区,440404103000,红旗镇,440404103003,112,440404103003112,大林社区居民委员会
440400000000,珠海市,440404000000,金湾区,440404103000,红旗镇,440404103004,122,440404103004122,湖东社区居民委员会
440400000000,珠海市,440404000000,金湾区,440404103000,红旗镇,440404103005,111,440404103005111,矿山社区居民委员会
440400000000,珠海市,440404000000,金湾区,440404103000,红旗镇,440404103006,112,440404103006112,三板社区居民委员会
440400000000,珠海市,440404000000,金湾区,440404103000,红旗镇,440404103007,122,440404103007122,八一社区居民委员会
440400000000,珠海市,440404000000,金湾区,440404103000,红旗镇,440404103008,111,440404103008111,小林社区居民委员会
440400000000,珠海市,440404000000,金湾区,440404103000,红旗镇,440404103009,111,440404103009111,双湖社区居民委员会
440400000000,珠海市,440404000000,金湾区,440404103000,红旗镇,440404103200,112,440404103200112,小林村民委员会
440400000000,珠海市,440404000000,金湾区,440404103000,红旗镇,440404103201,122,440404103201122,广益村民委员会
440400000000,珠海市,440404000000,金湾区,440404103000,红旗镇,440404103202,122,440404103202122,广发村民委员会
440400000000,珠海市,440404000000,金湾区,440404103000,红旗镇,440404103203,122,440404103203122,沙脊村民委员会
440400000000,珠海市,440404000000,金湾区,440404103000,红旗镇,440404103204,122,440404103204122,三板村民委员会
440400000000,珠海市,440404000000,金湾区,440404104000,平沙镇,440404104001,111,440404104001111,立新社区居民委员会
440400000000,珠海市,440404000000,金湾区,440404104000,平沙镇,440404104002,111,440404104002111,美平社区居民委员会
440400000000,珠海市,440404000000,金湾区,440404104000,平沙镇,440404104003,122,440404104003122,南新社区居民委员会
